palabra,frecuencia
quienes,83
reabra,1
representan,12
ricardo,10
rojas,19
sido,68
voluntad,28
voto,10
cambiar,8
conformo,2
cuerpo,86
dada,41
informe,77
llevaron,6
pedido,43
reiterar,5
respuesta,20
07,106
absolutos,1
claros,4
dadas,10
dejaron,4
diversos,23
explicaciones,5
extraordinaria,9
inquietudes,7
planteadas,5
satisfechas,3
sesion,17
arbitrariamente,3
aval,3
aun,58
cambiados,1
concejales,36
considera,44
edificios,30
fundada,17
llevan,10
mayoria,33
nombres,29
plazas,24
pueblo,24
razon,51
simple,20
tomada,4
tradicionalmente,1
turno,11
votada,2
decisiones,16
gobernar,1
interpretar,4
saber,24
tomadas,1
impondra,9
cumpla,23
tomaran,9
0068,1
oftalmologo,2
cardiologo,2
restablece,2
manejo,28
69,9
automoviles,12
conductores,22
parque,43
alli,36
asistenciales,21
autoridades,82
autonomo,4
brindar,64
centros,48
damos,2
inversiones,18
necesita,8
paralela,26
pero,56
restablecer,4
afectase,1
restablezcase,1
convenio,210
rescindir,15
0069,1
invite,2
empresarios,3
embanderar,2
fechas,11
patrias,4
70,33
celebraciones,4
acreedores,9
democratico,4
hicieron,4
historica,5
homenajes,4
nace,18
nacion,64
nativos,2
opcion,19
proceres,1
recordacion,1
rendir,16
vive,10
antes,105
conmemorarse,3
festejarse,2
invitar,8
localizados,9
procedan,5
propiedades,29
0070,3
delimitar,6
veredas,40
unificar,9
prototipo,3
septiembre,95
75,21
edilicio,10
implantar,4
viviendas,82
accionar,30
edilicias,8
franco,2
manifestaciones,7
ordenamiento,52
precisamente,5
prioritaria,4
referido,63
urbanisticas,7
deba,15
27,64
5181,1
atento,30
iii,65
municipalidades,59
organica,49
anteproyecto,30
asesoria,18
avalada,5
letrada,19
promulga,5
apruebase,49
especificado,12
nueva,51
copias,15
corte,25
escala,19
heliograficas,3
cortes,5
cuatro,61
fil,1
original,26
poliester,3
tela,4
estructura,40
3a,1
antisismicos,1
carezcan,2
columnas,8
construcciones,40
calculo,22
encadenado,1
estructuras,8
independientes,4
planillas,8
refuerzos,2
resistentes,1
vegetal,5
electricas,11
inmobiliario,31
construida,6
electrica,42
focos,8
llaves,3
relevamiento,27
tomas,8
agrimensura,5
anteriormente,32
arquitectura,11
citada,91
consejo,24
firmar,52
habilitado,16
ingenieria,9
previamente,35
visados,1
1980,5
37,25
cumplase,2
publiquese,78
0075,1
vecinal,23
'los,4
"castillos',",2
lote,34
"g,",2
asistencial,39
sede,32
vecinal.,2
plazoleta,9
77,14
castillos,1
parquizado,8
designe,21
esos,26
han,86
manifestado,12
reservaren,1
donar,28
posibilitar,10
sano,8
gestiones,56
publicas,125
secretarias,5
0077,1
aprueba,129
'nomenclador,2
puestos',2
establece,323
"agrupamientos,",2
clases,9
cargos,40
conforman,17
octubre,84
83,21
agrupamiento,3
categorias,16
conjuntamente,42
nomenclador,5
acabado,2
facilitara,5
materia,72
organizacion,46
preparacion,7
tendientes,60
agrupamientos,2
cuadro,12
administrativas,44
auxiliares,8
desempeña,6
elementales,6
fiscalizacion,12
principales,33
posee,25
profesion,12
propias,29
universitario,2
tecnico,50
acordadas,5
enumera,1
especialidad,11
actualizador,1
agronomo,2
analista,2
audio,5
auditoria,5
auxiliar,7
avaluador,1
cartografo,2
censista,1
cine,2
computadoras,5
computista,1
computistas,1
copista,1
corrector,1
cortador,1
cronista,1
deportistas,6
dibujantes,1
educador,1
encargado,18
encuadernador,1
enfermero,2
estadistico,3
evaluador,1
fojas,13
fonoaudiologo,2
foto,2
fotografo,1
guardavidas,1
guia,3
impresor,1
impresoras,3
inspector,5
jardinera,1
laboratorio,3
laborista,1
liquidador,1
maestra,2
maquinista,2
maquinas,17
operador,3
perforador,1
periodista,3
perito,4
procurador,1
programador,2
proyectistas,1
publicitario,1
radiologo,1
recaudador,1
sueldos,11
topografos,1
variaciones,8
verificador,1
vial,26
visitador,1
agrupacion,4
produccion,26
conduccion,11
conservacion,51
herramientas,20
maquinaria,5
reparacion,27
vigilancia,12
vinculadas,18
curar,2
director,58
pro,17
subdirector,3
despacho,14
bloque,10
jefe,12
tesorero,13
comisiones,23
abogado,5
ingeniero,10
psicologos,3
sistemas,38
promocion,42
parques,31
agrimensores,1
farmaceutico,4
redes,23
equipos,36
viales,5
mecanico,6
taller,9
clasificadora,1
haberes,30
electricista,1
odontologo,1
bioquimico,2
topografo,2
jerarquizado,3
capataz,1
dibujante,1
proyectista,2
17,97
contable,9
16,96
dactilografo,1
maquinistas,1
1ra,9
mayordomo,1
computadora,1
2da,7
lineal,6
ayudante,2
3ra,3
jardinero,1
notificador,4
peon,1
sereno,3
0083,1
diligencias,9
equipo,23
canalizar,4
educandos,3
noviembre,91
84,20
alcanzariamos,1
deberiamos,1
integracion,31
pensantes,1
seres,7
socializacion,1
civilizados,3
entendimiento,2
estamentos,5
mitad,9
ni,83
permite,30
seriamos,1
sistematica,4
sociales,61
somos,3
adultos,13
ciclo,8
concluyeron,1
dejar,32
hoy,43
impotentes,1
necesitan,7
primario,8
trabajar,10
acto,93
adquirir,22
adulto,4
estudiante,7
humano,25
incluido,15
justicia,37
les,53
marginado,1
sentirse,3
sepa,2
sean,119
tratara,7
distribuido,3
solicitar,42
clubes,13
vecinales,21
0084,1
declara,66
patrono,6
virgen,6
"valle,",2
fijando,20
culto,7
86,18
catolica,9
devocion,2
fe,25
impera,2
patrona,2
profesan,3
religioso,4
ciudades,12
enmarcada,3
igualdad,22
patronaje,1
diecisiete,10
existen,51
fiestas,11
universal,8
1917,3
antiguos,6
construyo,3
iglesia,11
relacionado,22
advocaciones,1
difundidas,2
valle,11
venera,1
declarase,22
eclesiasticas,2
0086,1
"que,",10
fallecimiento,18
o,110
incapacidad,11
agente,45
"permanente,",6
"(esposa,",2
hijo/a),2
87,19
coberturas,3
contemple,12
indispensables,9
norma,106
subsistencia,4
ausencia,19
conozcan,2
contaran,8
diario,22
familiares,23
futuro,57
obligada,7
reaseguro,1
sustento,6
bajo,95
constituyen,45
encontraron,1
esposa,3
factible,18
familia,24
hijo,10
modificar,39
obstante,23
revista,14
sosten,5
0087,1
traves,257
escultura,3
alusiva,2
madre,15
colocada,6
ruben,24
dario,9
88,16
acceder,51
anonimas,2
brillan,1
compatriotas,2
corazon,5
emitido,80
estima,12
femenina,1
heroinas,1
mujer,12
permitido,19
reconocida,9
beneficiarios,39
gratitud,1
promediar,2
rescatadas,1
resultan,15
siglo,5
esas,18
meritos,4
postumamente,1
reconocidas,6
trabajadoras,1
valoran,1
aproxima,2
convive,1
emotivo,1
estetico,10
homenaje,31
justo,14
rendirle,1
respetando,15
gestione,6
mencionada,107
convocar,11
encargar,2
medio,144
ituzaingo,9
sarmiento,35
ubicada,69
domingo,28
rendira,2
tercer,9
0088,1
semaforos,11
platabanda,10
av.,66
89,16
avda,5
influencia,10
principal,49
riesgo,45
serio,3
instalar,26
egreso,9
funcionaran,3
funcione,2
practica,31
0089,1
desarrolla,12
organigrama,11
anexo,137
ordenanza.,16
pone,10
manual,14
misiones,15
"direcciones,",2
"dptos.,",2
"secciones,",2
etc.,6
91,29
32,20
decreto,234
nombra,1
sg,1
titular,47
darle,11
definiendo,3
departamentos,14
direcciones,10
estableciendo,20
secciones,4
area,86
unidad,46
integran,25
ponese,2
asegurar,31
eficiente,22
estructurada,3
tomar,60
conocimiento,75
0091,1
"podra,",2
2/3,2
"miembros,",2
aprobar,58
loteos,13
subdivisiones,5
estipuladas,13
ordenanzas,134
96,24
194,14
aprobacion,95
divisiones,6
parcelas,32
pedidos,17
causas,20
diversas,37
justificados,2
plenamente,8
380,5
afecte,9
encuadrados,4
partes,89
terceras,4
trazado,10
urbano,106
0096,1
"transferencia,",2
"decreto,",4
"1450,",2
san,192
martin,37
"güemes,",4
'las,8
"orquideas',",2
suspendida,4
pinos,13
sur',2
99,16
1450,1
acopio,3
aprobo,10
barrios,33
bloques,9
cambie,3
cedro,2
construyan,8
ejecutivos,4
güemes,7
higueritas,31
inmediatos,5
materno,7
momentos,6
orquideas,2
realizando,17
refrendado,8
solicitando,6
sur,97
teresita,2
vecino,36
aceptable,3
beneficiar,7
eco,6
hacernos,1
transferencia,40
encarar,27
suspender,9
pase,8
0099,1
'pavimentacion,2
molle',2
colaboracion,62
102/81,2
pavimentacion,26
relacionada,15
erogaciones,24
pavimento,20
producira,11
enaltece,1
dicte,10
encarara,2
oportunamente,37
impartiran,1
instrucciones,12
pertinentes,79
0100,1
parquizacion,6
terrenos,91
"fiscales,",2
"plazas,",8
plazoletas,7
101,10
bellas,3
destinos,4
ocupados,8
habitante,2
onstruccion,1
efectuara,31
0101,1
retiro,39
encuentren,44
abandono,17
publica.,6
evidente,9
numerosos,19
respecta,13
responsable,50
obstaculo,5
presencia,48
quehacer,7
atentado,3
impidiendo,2
limpia,3
obstruyen,1
peatonal,25
pubica,1
salubridad,13
conferida,4
expuesto,71
anteceden,5
considerandos,22
descriptas,14
corralon,3
decidir,7
esquina,19
procedio,4
reclamo,16
retenidos,4
santo,22
sito,4
acarreo,4
distancia,26
gesto,4
multa,41
peso,10
recuperacion,19
relame,1
traslado,28
volumen,11
determinados,25
dichos,67
importes,30
0102,1
"construccion,",2
margen,5
"338,",4
refugio,5
103,8
afluyen,1
agreste,1
inclemencia,1
hay,16
omnibus,22
corta,4
mujeres,22
seguridades,2
338,4
construyase,3
0103,1
"molle,",6
disponiendo,20
balneario,2
"municipal,",36
dotado,3
pileta,4
olimpica,2
109,8
amen,3
apto,11
campamento,1
fisico,37
humildes,5
juventud,7
niñez,2
veraniego,1
apropiado,7
señalado,15
a850,1
autorizando,21
cincuenta,40
inversion,25
lanzamiento,1
ochocientos,15
platea,1
purificador,1
deportes,15
inmediata,51
instrumentese,2
playones,1
practicas,19
0109,1
otorgue,39
medalla,6
plata,6
gr,4
"1985,",2
"servicios,",4
entregarse,4
111,17
laboral,28
vida,123
ambiente,61
aprende,1
cariño,2
concurre,2
dedicacion,5
esfuerzo,17
porque,19
problemas,47
quererlo,1
rodos,1
trabajador,5
transcurre,3
valorarlo,1
pensamos,1
premiar,5
recibe,6
retribucion,25
sacrificio,6
gramos,2
novecientos,13
otorgara,29
5473,9
computo,12
estipula,9
incisos,41
prescripta,2
entrega,51
reconocimiento,38
0111,1
premier,2
abanderados,5
escoltas,4
ciclos,5
"escuelas,",2
colegios,17
e,60
institutos,6
"nacionales,",2
"provinciales,",4
funcionen,6
112,11
grandeza,2
pueblos,7
estudiantado,1
joven,3
motivar,3
niño,18
requiere,36
secundario,8
superarse,5
tratando,9
corresponda,81
escuelas,31
1985,39
abanderado,2
consistiendo,2
escolta,1
grs,1
pergamino,1
comunicara,20
0112,1
bomberos,9
voluntarios,9
estatuto,15
113,18
aquello,12
imperiosa,14
individuo,6
prevenir,21
proteger,19
accidentes,24
cabo,73
capaz,6
comun,60
desinteresados,1
entidad,37
epidemias,3
exclusivamente,47
fuego,6
inundaciones,10
movidos,1
prevencion,40
solidaridad,15
totalmente,24
delegado,3
encargarse,1
comisaria,5
primaria,19
elaborar,23
perfectamente,11
aporten,3
entradas,16
kermeses,1
realicen,55
rifas,4
sacaran,1
0113,1
asistencia,96
"buena,",36
115,10
cardiologia,1
citadas,26
clinica,4
especialidades,10
ginecologia,1
miguel,85
medicos,16
necesitados,4
odontologia,1
oftalmologia,1
otorrinolaringologia,1
pediatria,1
rayos,1
trasladarse,8
competencia,49
cuentan,19
nocturnas,2
solucion,26
veinticuatro,11
0115,1
colectivos,23
balcarce,5
brasil,13
integrantes,29
junta,9
pertenecientes,13
propuestas,23
realizadas,43
viable,12
atmosferico,3
fundamenta,5
levantan,2
ocasionados,10
paso,28
polvo,6
aceptase,70
detalle,48
modificandose,5
perteneciente,18
realizada,57
camino,62
habitual,20
juan,68
peru,52
salas,46
siguiendo,16
teran,16
valdez,30
retorno,10
106,13
derogase,74
autenticada,13
entreguese,1
interesadas,5
notifiquese,3
0119,1
adhiere,81
plan,93
infraestructura,75
"natural,",2
creado,20
4252/21/mas,2
provincial.,4
252,4
adherirse,33
modalidades,20
vivienda,56
redundaran,1
adhesion,157
autorizar,51
instrumentar,22
suscribir,95
dispuesta,24
referendum,26
0120,1
128,7
gral,8
modifico,2
realizan,26
unanimidad,5
viajante,2
continuara,3
viene,14
quedan,46
0128,1
costeadas,2
frentistas,16
directos,12
129,14
consorcios,3
contralor,17
ejerciendo,5
reglamentado,10
adecuadas,19
alumbrado,41
brindarle,2
busca,11
cloacales,15
comodidades,3
consabido,1
consideramos,4
convivencia,13
creciendo,5
da,23
decir,37
deficientes,4
descontento,1
desorganizada,1
encuentre,31
estamos,7
financiero,34
habitacional,22
habitat,11
idoneo,14
lograremos,1
pretendidas,2
produce,16
resultado,20
soluciones,17
todavia,3
transportes,13
intentar,2
obtiene,6
planificar,10
poca,6
participativa,4
contratistas,7
costeado,3
cuya,92
preceptuado,5
abovedado,2
aguas,32
asfaltico,4
cañerias,9
cuneta,24
enunciacion,2
excluyente,3
hormigon,14
indicativa,4
servidas,6
señalizacion,17
aporte,46
correspondera,14
definitivo,21
determinacion,40
nunca,17
atinente,11
comprende,31
coordinar,20
gravar,1
parcial,34
prestatarias,5
tasa,36
agrupados,2
desea,6
poseedores,15
aportar,12
baldios,20
circuito,10
contando,14
inferior,32
manifiesten,3
obligatoria,25
presentarse,15
tacita,3
apartado,26
colectiva,4
contemplado,11
exista,22
llenar,3
mediaren,4
razones,63
acta,77
asamblea,11
encargara,4
nombramiento,4
resolvio,5
catastrales,10
completaran,1
dominio,77
hagan,21
menester,32
soliciten,10
calculara,6
emplear,5
incluyendo,29
integrado,20
jornales,2
adquiridos,8
dinero,18
documentara,1
efectivo,42
final,50
presunto,4
restante,15
saldo,23
sujeto,28
concluida,7
prorratear,1
aconseje,1
carpeta,8
cotejo,8
ejecutada,8
pliego,4
usuales,3
adjudicacion,16
asumir,14
compromiso,36
continuar,30
debiendo,76
estimativo,1
exigidas,20
financiacion,21
mediar,7
objecion,7
proporciones,4
referidos,31
tramite,60
adherentes,4
establecer,74
remisos,2
alternativas,16
abierta,12
acordados,7
acreditados,10
administrada,1
controlada,8
creditos,32
estimacion,3
financiera,64
frentista,12
global,5
resultantes,21
aportes,41
efectivizacion,4
documentado,5
bancario,5
financia,1
otorgados,17
plazos,44
seguira,10
efectiva,32
comenzar,4
finales,5
iniciadas,4
percepcion,25
sujeta,16
alude,2
apremio,5
boleta,7
confeccionara,11
consecutivas,18
correcciones,8
derecho,97
emitida,11
firmada,15
habilitadas,14
haciendose,12
insumido,1
reajuste,3
reclamar,15
remiso,1
suficiente,28
efectuaran,21
liquidaciones,16
conducciones,1
corregido,1
pagar,26
prorrateado,1
ambas,49
aquella,18
beneficiaria,8
colector,1
considerara,20
construidas,7
construirse,6
desagües,14
drenajes,1
etapa,21
etapas,14
igual,60
indicada,15
indirecta,3
liquidara,6
mecanica,11
pluviales,9
secundaria,15
separada,6
separadamente,3
subzonas,1
volcar,1
bocas,4
cuadras,10
cuarta,44
multiplicar,1
superficie,129
unitario,4
corregidas,2
dividido,6
multiplicara,1
proporcional,12
cordones,6
definidas,6
ejes,9
ochavas,58
perpendiculares,3
trazadas,1
vertices,3
boca,3
concurra,6
prorrateada,1
situados,6
asumiran,1
avenidas,25
correspondiendo,10
exceda,7
excedente,22
esquinas,6
longitud,18
meta,6
ochava,15
aplicar,39
concepto,91
tomara,20
agregar,8
define,17
incrementos,19
450,5
cuadrado,18
cuadrados,12
metro,23
recargo,6
sufriran,3
00mts2,30
250,18
cubierta,11
incrementara,5
indirectos,2
percibira,9
prorrateo,2
valor,72
contribuir,20
efectuen,15
estando,16
exentos,10
gestion,78
legislacion,55
obligados,21
privado,38
reintegro,8
respondera,5
cuentas,33
detallada,14
estudiara,4
exigir,18
garantias,14
hubieren,16
intereses,50
participaciones,1
planificara,1
procurando,23
oponga,37
admiten,3
ampliarse,4
asociaciones,20
complejidad,8
consulta,16
demora,10
emprendimiento,16
excluye,8
expedirse,7
previa,82
girar,8
solicitadas,2
0129,1
obligatoriedad,31
133,8
intendentes,3
contemplar,19
impositiva,8
inmobiliarias,6
numerosas,16
referidas,38
regularizada,2
tienen,46
transacciones,8
exija,13
intervencion,60
requisito,32
contempladas,12
otorgado,40
actualizar,20
impositivos,1
lograria,4
encuentro,5
instituir,3
nivel,70
abstenga,2
fehacientemente,26
intervenir,13
notificarse,9
0133,1
deban,19
cercados,2
perimetro,19
136,10
identificacion,36
rapida,11
atribucion,12
legislar,14
catastro,75
finalizacion,17
identificados,8
proxima,9
quedarian,1
establecese,47
50mts,25
60mts,15
ejecutarse,14
exponen,4
alambre,9
composte,1
croesolado,1
distanciados,1
eucaliptus,1
hebras,1
mediana,3
metros,37
postes,9
pretensado,1
puas,1
quebracho,1
realizarse,54
resistente,5
unidos,4
vibrado,1
colocados,7
portones,1
autorizaran,2
candado,1
desmalezar,2
dueño,12
entrar,7
llave,1
posea,14
taxativamente,10
alguno,45
cumplimentar,36
pasar,10
tope,4
tramites,27
40mts,13
70mts,6
cartel,17
cerca,10
emplazara,1
fuertemente,1
identificatorio,5
sujetado,1
0136,1
denuncias,12
alimentario,8
144,5
cajas,5
irregularidades,6
supuestas,1
apoyo,39
descargo,6
firmadas,4
notas,9
presentaron,3
ordinaria,19
esclarecer,1
formar,18
descargos,2
araoz,18
carlos,40
chemes,1
garcia,8
jacobo,1
pj,1
politicos,15
correcto,15
federal,67
pcia,8
resultados,31
0144,1
energia,38
145,12
ii,76
sec,11
subsidiariamente,6
topografia,2
trata,28
viii,16
convenios,83
0145,1
adquisicion,29
automovil,19
146,12
hacen,44
ineludible,6
km,8
usado,10
1978,3
cc,6
cilindros,2
hp,3
potencia,9
sedan,5
a2,2
millones,11
amplias,4
arbitre,1
otorgase,9
descripto,15
transferido,6
0146,1
junio,110
147,6
0147,1
especificadas,12
clausula,50
148,5
0148,1
accion,105
afectada,6
carencia,11
derivados,25
distintas,62
medicamentos,12
multiples,8
ven,9
derivadas,11
carrillo,33
dr,47
ramon,48
respaldar,1
afrontar,34
ayuda,30
damnificados,1
desastres,3
drama,2
experiencia,14
provocan,6
expuestas,16
funcion,79
so,5
ahorro,12
bancarias,9
banco,62
caja,36
denominaran,3
giraran,2
recaudadora,2
sucursal,13
corrientes,17
denominada,28
depositados,11
estaran,33
unicas,9
mencionadas,47
percibir,42
0150,1
concedera,6
exenciones,12
inhumaciones,6
"funcionarios,",2
151,9
accidente,7
acuerdan,25
cementerios,23
deceso,2
deudos,4
establecen,34
gratuitos,5
producido,22
renovacion,28
legislativo,29
revisten,6
beneficien,6
consignadas,11
art,22
decesos,1
dependientes,16
escalafonados,1
extensivas,2
fortuitos,4
hubieran,16
inclusive,22
producirse,17
0151,1
fraccion,114
elvira,4
rivas,2
anzorena,17
lamadrid,26
152,6
039con,1
442,2
7º,4
958,2
m17,73
ofrece,42
prolongacion,28
006,4
477,4
675,17
76mts2,1
identificada,36
informa,12
parc,10
aceptacion,26
beneficia,9
prolongando,2
procedente,38
20mts2,6
32mts,8
771,2
aproximadas,5
donada,17
escritura,30
referida,56
suscribiendo,3
traslativa,10
0152,1
manuel,12
mardoqueo,4
araujo,9
diego,14
villarroel,12
rosas,18
colombia,7
153,9
266,7
539,1
618,2
madronque,1
176,10
30mts,14
453,1
perimetrales,5
permitiria,8
prolongar,3
tramo,24
441,2
4640,1
473,4
843,4
aceptese,7
c2,5
420,4
87mts2,2
arealizar,1
0153,1
prorroga,25
bi,8
poderes,21
180,24
155,6
142,9
prorrogo,1
vencio,2
prorrogase,3
0155,1
sr.,36
mardorqueo,2
ensanche,23
federico,32
rossi,16
boulevard,21
9,14
158,6
85,32
destinada,83
emilio,2
ofreciendo,4
paez,2
torre,3
031,2
1441,4
205,10
division,76
horizontal,26
mensura,50
previas,5
tramitaciones,12
coinciden,3
documentaciones,11
emitidos,18
informes,50
letrados,7
sugieren,1
tecnicas,86
02mts,6
164,10
22mts2,1
254,4
645,1
74mts,2
75mts,7
781,2
95mts,6
am,1
ce,1
ci,2
dc,1
definida,7
jh,2
poligonal,1
0158,1
dr.,24
alejandro,8
heredia,4
159,5
189,10
poseen,14
propone,24
aparejados,2
designacion,24
trae,8
ilustres,1
personalidades,5
proponen,10
adjuntando,8
croquis,15
tomo,4
adjunto,8
secuencia,2
adrian,4
gardel,3
cesar,10
milstein,5
4ta,2
braile,2
luis,40
5ta,1
alberto,19
sabin,2
6ta,1
iramain,3
leandro,4
7ma,1
jonas,1
salk,1
8va,1
fleming,3
0159,1
161,6
1573,19
mimo,1
redundara,16
detalla,21
dactilografia,2
gerencia,8
jefatura,6
proyectos,52
regional,15
region,9
seguimientos,2
0161,1
malezas,7
162,11
atender,40
fijado,24
prioridad,28
permanezcan,4
desmalizados,1
limpios,2
mantenerlos,1
obliguen,4
administrador,6
poseedor,10
situado,6
tenedor,7
cumpliese,2
2do,14
desmalezamiento,7
levantamiento,3
prevista,34
proceder,50
testigos,9
vecindario,4
imputaran,4
0162,1
1931,1
0164,1
chequeo,5
clinico,6
psiquico-fisico,4
168,9
doctrina,2
fundamentales,10
